English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
sport,sport,0,0,0,0,0,0,0,0,0,0
sporting,sportivo,0,0,0,0,0,0,0,0,0,0
sports,sportivo,0,0,0,0,0,0,0,0,0,0
sportsman,sportivo,0,0,0,0,0,0,0,0,0,0
bride,sposa,1,0,0,1,0,0,1,0,0,1
espouse,sposare,0,0,0,0,0,0,0,0,0,0
wed,sposare,0,0,0,0,0,0,0,0,0,0
marry,sposarsi,1,0,0,1,0,1,1,0,1,1
married,sposato,0,0,0,0,0,0,0,0,0,0
bridegroom,sposo,1,0,0,1,0,0,1,0,0,1
groom,sposo,0,0,0,0,0,0,0,0,0,0
displacement,spostamento,0,0,0,0,0,0,0,0,0,0
shift,spostamento,0,0,0,0,0,0,0,0,0,0
displace,spostare,0,1,0,0,0,0,0,0,0,0
spray,spray,0,0,0,0,0,0,0,0,0,0
contemptible,spregevole,0,1,1,0,1,0,0,0,0,0
despicable,spregevole,0,1,1,0,1,0,0,0,0,0
squeeze,spremere,0,0,0,0,0,0,0,0,0,0
squeezing,spremitura,0,0,0,0,0,0,0,0,0,0
contemptuous,sprezzante,0,1,1,0,0,0,0,0,0,0
sponge,spugna,0,1,0,0,0,0,0,0,0,0
snacks,spuntini,0,0,0,0,0,0,0,0,0,0
gob,sputo,0,0,0,0,1,0,0,0,0,0
team,squadra,0,0,0,0,0,0,0,0,0,1
disqualification,squalifica,0,1,0,0,0,0,0,0,0,0
disqualify,squalificare,0,1,0,0,0,0,0,1,0,0
disqualified,squalificato,0,1,1,0,1,0,0,1,0,0
shabby,squallido,0,1,0,0,1,0,0,0,0,0
shark,squalo,0,1,0,0,0,0,0,0,0,0
gash,squarcio,0,1,0,0,0,1,0,0,0,0
quartered,squartato,0,0,0,0,0,0,0,0,0,0
deranged,squilibrato,0,1,1,0,1,1,0,0,0,0
unbalanced,squilibrato,0,0,0,0,0,0,0,0,0,0
clarion,squillante,0,0,0,0,0,0,0,0,0,0
exquisitely,squisitamente,1,0,0,0,0,0,0,0,0,0
exquisite,squisito,1,0,0,0,0,0,1,0,0,0
eradicate,sradicare,0,1,1,0,0,0,0,0,0,0
stable,stabile,1,0,0,0,0,0,0,0,0,1
steady,stabile,0,0,0,0,0,0,0,0,1,1
establish,stabilire,0,0,0,0,0,0,0,0,0,1
established,stabilito,1,0,0,0,0,0,1,0,0,0
settled,stabilito,0,0,0,0,0,0,0,0,0,0
relay,staffetta,0,0,0,0,0,0,0,0,0,0
seasoned,stagionato,1,0,0,0,0,0,0,0,0,0
season,stagione,0,0,0,0,0,0,0,0,0,0
stagnation,stagnazione,0,0,0,0,0,0,0,0,0,0
pond,stagno,0,0,0,0,0,0,0,0,0,0
bushel,staio,0,0,0,0,0,0,0,0,0,0
stalls,stalle,0,0,0,0,0,0,0,0,0,0
stall,stallo,0,0,0,0,1,0,0,0,0,0
stallion,stallone,1,0,0,0,0,0,0,0,0,0
press,stampa,0,0,0,0,0,0,0,0,0,0
print,stampa,0,0,0,0,0,0,0,0,0,0
crutch,stampella,0,0,0,0,0,0,0,0,0,0
stencil,stampino,0,0,0,0,0,0,0,0,0,0
fatigue,stanchezza,0,1,0,0,0,0,0,0,0,0
weariness,stanchezza,0,1,0,0,0,0,0,1,0,0
tired,stanco,0,1,0,0,0,0,0,0,0,0
weary,stanco,0,1,0,0,0,0,0,1,0,0
standard,standard,0,0,0,0,0,0,0,0,0,0
room,stanza,0,0,0,0,0,0,0,0,0,0
stand,stare in piedi,0,0,0,0,0,0,0,0,0,0
staring,staring,0,1,0,0,0,0,0,0,0,0
sneezing,starnuti,0,0,0,0,0,0,0,0,0,0
sneeze,starnuto,0,1,0,0,1,0,0,0,1,0
static,statica,0,0,0,0,0,0,0,0,0,0
condition,stato,0,0,0,0,0,0,0,0,0,0
state,stato,0,0,0,0,0,0,0,0,0,0
statue,statua,1,0,0,0,0,0,0,0,0,0
stationary,stazionario,0,1,0,0,0,0,0,0,0,0
station,stazione,0,0,0,0,0,0,0,0,0,0
cue,stecca,0,0,0,1,0,0,0,0,0,0
star,stella,1,0,0,1,0,0,1,0,0,1
starry,stellato,1,0,0,1,0,0,1,0,0,0
stars,stelle,0,0,0,0,0,0,0,0,0,0
stem,stelo,0,0,0,0,0,0,0,0,0,0
dung,sterco,0,0,0,0,1,0,0,0,0,0
barren,sterile,0,1,0,0,0,0,0,1,0,0
infertile,sterile,0,0,0,0,0,0,0,0,0,0
sterling,sterlina,1,1,1,1,0,0,1,0,0,1
exterminate,sterminare,0,1,0,0,0,1,0,1,0,0
extermination,sterminio,0,1,1,0,0,1,0,0,0,0
steer,sterzare,0,0,0,0,0,0,0,0,0,0
swerve,sterzare,0,0,0,0,0,1,0,0,1,0
coop,stia,0,1,1,0,1,0,0,0,0,0
style,stile,0,0,0,0,0,0,0,0,0,0
dripping,stillicidio,0,0,0,0,0,0,0,0,0,0
oozing,stillicidio,0,0,0,0,0,0,0,0,0,0
esteem,stima,1,0,0,0,0,0,1,1,0,1
estimate,stima,0,0,0,0,0,0,0,0,0,0
estimation,stima,0,0,0,0,0,0,0,0,0,0
stimulation,stimolazione,0,0,0,0,0,0,0,0,0,0
shin,stinco,0,0,0,0,0,0,0,0,0,0
salary,stipendio,1,0,0,1,0,0,1,0,0,1
boots,stivali,0,0,0,0,0,0,0,0,0,0
huff,stizza,0,1,1,0,1,0,0,0,0,0
cloth,stoffa,0,0,0,0,0,0,0,0,0,0
stomach,stomaco,0,0,0,0,1,0,0,0,0,0
stone,stone,0,1,1,0,0,0,0,0,0,0
stop,Stop,0,0,0,0,0,0,0,0,0,0
wick,stoppino,0,0,0,0,0,0,0,0,0,0
daze,stordimento,0,0,0,0,0,0,0,0,0,0
dazed,stordito,0,1,0,0,0,0,0,0,0,0
history,storia,0,0,0,0,0,0,0,0,0,0
story,storia,0,0,0,0,0,0,0,0,0,0
historian,storico,0,0,0,0,0,0,0,0,0,0
historic,storico,0,0,0,0,0,0,0,0,0,0
historiography,storiografia,0,0,0,0,0,0,0,0,0,0
storming,storming,0,0,1,0,0,0,0,0,0,0
bevy,stormo,0,0,0,0,0,0,0,0,0,0
cripple,storpio,0,1,0,0,0,1,0,1,0,0
crippled,storpio,0,1,0,0,0,0,0,1,0,0
awry,storto,0,1,0,0,0,0,0,0,0,0
wry,storto,0,1,0,0,0,0,0,0,0,0
cinch,straccale,0,0,0,0,0,0,0,0,0,0
road,strada,0,0,0,0,0,0,0,0,0,0
street,strada,0,0,0,0,0,0,0,0,0,0
causeway,strada rialzata,0,0,0,0,0,0,0,0,0,0
roads,strade,0,0,0,0,0,0,0,0,0,0
massacre,strage,0,1,1,0,1,1,0,1,0,0
extrajudicial,stragiudiziale,0,1,0,0,0,1,0,0,0,0
weirdo,strambo,0,1,0,0,0,1,0,0,0,0
stranded,stranded,0,1,0,0,0,0,0,0,0,0
oddity,stranezza,0,1,0,0,1,0,0,1,1,0
foreign,straniera,0,1,0,0,0,0,0,0,0,0
foreigner,straniero,0,1,0,0,0,1,0,0,0,0
weird,strano,0,1,0,0,1,0,0,0,0,0
extraordinary,straordinario,1,0,0,0,0,0,0,0,0,0
yaw,straorzata,0,0,0,0,0,0,0,0,0,0
overhanging,strapiombo,0,0,0,0,0,0,0,0,0,0
snatch,strappare,0,0,0,0,0,0,0,0,0,0
wrest,strappare,0,0,0,0,0,0,0,0,0,0
torn,strappato,0,1,0,0,0,0,0,0,0,0
wrench,strappo,0,1,0,0,0,0,0,0,0,0
overflow,straripamento,0,1,0,0,0,0,0,0,0,0
overflowing,straripante,0,0,0,0,0,0,0,0,0,0
ruse,stratagemma,0,1,0,0,0,0,0,0,0,0
strategy,strategia,0,0,0,0,0,0,0,0,0,0
layered,strati,0,0,0,0,0,0,0,0,0,0
layer,strato,0,0,0,0,0,0,0,0,0,0
jerk,strattone,0,0,1,0,0,0,0,0,1,0
romp,stravincere,1,0,0,0,0,0,1,0,0,0
excruciating,straziante,0,1,0,0,0,1,0,0,0,0
harrowing,straziante,0,1,0,0,0,1,0,0,0,0
streaming,Streaming,0,0,0,0,0,0,0,0,0,0
hag,strega,0,1,0,0,1,1,0,0,0,0
witch,strega,0,1,1,0,1,1,0,0,0,0
sorcery,stregoneria,0,1,0,1,0,1,0,0,1,0
witchcraft,stregoneria,0,1,1,0,0,1,0,1,0,0
stress,stress,0,1,0,0,0,0,0,0,0,0
narrow,stretto,0,0,0,0,0,0,0,0,0,0
strait,stretto,0,0,0,0,0,0,0,0,0,0
jarring,stridente,0,1,0,0,0,1,0,1,0,0
shrill,stridulo,0,1,1,0,0,1,0,0,1,0
squeal,strillo,0,0,0,0,0,0,0,0,0,0
streak,striscia,0,0,0,0,0,0,0,0,0,0
strip,striscia,0,1,0,0,0,0,0,1,0,0
creep,strisciamento,0,1,0,0,0,0,0,0,0,0
creeping,strisciante,0,0,0,1,0,0,0,0,0,0
cringe,strisciare,0,1,0,0,1,1,0,1,0,0
wring,strizzare,0,0,1,0,0,0,0,0,0,0
rub,strofinare,0,0,0,0,0,0,0,0,0,0
asshole,Stronzo,0,1,1,0,1,0,0,0,0,0
instrumental,strumentale,1,0,0,0,0,0,0,0,0,0
instrumentality,strumentalità,0,0,0,0,0,0,0,0,0,0
instrumentalist,strumentista,0,0,0,0,0,0,0,0,0,0
instrument,strumento,0,0,0,0,0,0,0,0,0,0
framework,struttura,0,0,0,0,0,0,0,0,0,1
structure,struttura,1,0,0,0,0,0,0,0,0,1
texture,struttura,0,0,0,0,0,0,0,0,0,0
ostrich,struzzo,0,0,0,0,0,0,0,0,0,0
stucco,stucco,0,0,0,0,0,0,0,0,0,0
student,studente,0,0,0,0,0,0,0,0,0,0
studied,studiato,0,0,0,0,0,0,0,0,0,0
studio,studio,0,0,0,0,0,0,0,0,0,0
study,studio,1,0,0,0,0,0,0,0,0,0
scholarly,studioso,0,0,0,0,0,0,0,0,0,0
stew,stufato,0,0,0,0,0,0,0,0,0,0
matting,stuoia,0,0,0,0,0,0,0,0,0,0
foolishness,stupidità,0,1,0,0,0,0,0,0,0,0
stupid,stupido,0,1,0,0,0,0,0,0,0,0
amaze,stupire,0,0,0,0,0,0,0,0,1,0
amazement,stupore,0,0,0,0,0,0,0,0,0,0
astonishment,stupore,1,0,0,0,0,0,1,0,1,0
stupor,stupore,0,1,0,0,0,0,0,0,0,0
rape,stupro,0,1,1,0,1,1,0,1,0,0
tease,stuzzicare,0,1,1,1,0,0,0,1,0,0
whet,stuzzicare,0,0,0,0,0,0,0,0,0,0
anon,subito,0,0,0,0,0,0,0,0,0,0
immediately,subito,1,1,0,1,0,0,0,0,0,0
subito,subito,0,0,0,0,0,0,0,0,1,0
happen,succedere,0,0,0,1,0,0,0,0,0,0
succession,successione,0,0,0,0,0,0,0,0,0,0
subsequently,successivamente,0,0,0,0,0,0,0,0,0,0
subsequent,successivo,0,0,0,0,0,0,0,0,0,0
success,successo,1,0,0,1,0,0,1,0,0,0
successor,successore,0,0,0,0,0,0,0,0,0,0
suck,succhiare,0,1,0,0,0,0,0,0,0,0
juice,succo,0,0,0,0,0,0,0,0,0,0
juicy,succoso,0,0,0,0,0,0,0,0,0,0
luscious,succulento,1,0,0,1,0,0,1,0,0,0
shroud,sudario,0,0,0,0,0,0,0,1,0,0
aforesaid,suddetto,0,0,0,0,0,0,0,0,0,0
grimy,sudicio,0,1,0,0,1,0,0,0,0,0
sweating,sudorazione,0,0,0,0,0,0,0,0,0,0
sweat,sudore,0,0,0,0,0,1,0,0,0,0
sufficient,sufficiente,0,0,0,0,0,0,0,0,0,0
suffix,suffisso,0,0,0,0,0,0,0,0,0,0
hint,suggerimento,0,0,0,0,0,0,0,0,0,0
suggestion,suggerimento,0,0,0,0,0,0,0,0,0,0
suggest,suggerire,0,0,0,0,0,0,0,0,0,1
cork,sughero,0,0,0,0,0,0,0,0,0,0
gravy,sugo,0,0,0,0,0,0,0,0,0,0
aforementioned,summenzionato,0,0,0,0,0,0,0,0,0,0
sumo,sumo,0,0,0,0,0,0,0,0,0,0
sole,suola,0,0,0,0,0,0,0,0,0,0
ringer,suoneria,0,1,1,0,0,0,0,0,0,0
sound,suono,0,0,0,0,0,0,0,0,0,0
nun,suora,0,1,0,0,0,0,0,0,0,1
exceed,superare,1,0,0,1,0,0,1,0,0,0
outweigh,superare,0,0,0,0,0,0,0,0,0,0
superb,superbo,1,0,0,0,0,0,0,0,0,0
superficial,superficiale,0,1,0,0,0,0,0,0,0,0
surface,superficie,0,0,0,0,0,0,0,0,0,0
acreage,superficie in acri,0,0,0,0,0,0,0,0,0,0
superfluous,superfluo,0,1,0,0,0,0,0,0,0,0
exceeding,superiore,0,0,0,0,0,0,0,0,0,0
higher,superiore,0,0,0,0,0,0,0,0,0,0
superior,superiore,1,0,0,0,0,0,0,0,0,0
top,superiore,1,0,0,1,0,0,0,0,0,1
upper,superiore,0,0,0,0,0,0,0,0,0,0
supermarket,supermercato,0,0,0,0,0,0,0,0,0,0
superman,superuomo,1,0,0,0,0,0,1,0,0,1
supervisor,supervisore,0,0,0,0,0,0,0,0,0,0
supplement,supplemento,0,0,0,0,0,0,0,0,0,0
beseech,supplicare,0,0,0,0,0,0,0,0,0,0
entreat,supplicare,0,0,0,0,0,0,0,0,0,0
opinionated,supponente,0,1,1,0,0,0,0,0,0,0
suppose,supporre,0,0,0,0,0,0,0,0,0,0
supported,supportato,1,0,0,0,0,0,0,0,0,0
bracket,supporto,0,0,0,0,0,0,0,0,0,0
supporting,supporto,1,0,0,0,0,0,0,0,0,1
supreme,supremo,1,0,0,0,0,0,0,0,0,0
surf,Surf,0,0,0,0,0,0,0,0,0,0
surplus,surplus,0,0,0,0,0,0,0,0,0,0
surrogate,surrogato,0,0,0,0,0,0,0,0,0,1
susceptible,suscettibile,0,1,0,0,0,0,0,0,0,0
arouse,suscitare,1,0,0,1,0,0,0,0,0,0
elicit,suscitare,0,0,0,0,0,0,0,0,0,0
suspense,suspense,0,0,0,1,0,1,0,0,1,0
dole,sussidio,0,1,0,0,0,0,0,1,0,0
subsist,sussistere,0,1,0,0,0,0,0,0,0,0
whisper,sussurro,0,0,0,0,0,0,0,0,0,0
whispered,sussurrò,0,0,0,0,0,0,0,0,0,0
sucking,suzione,0,0,0,0,0,0,0,0,0,0
depreciate,svalutare,0,1,1,0,1,0,0,0,0,0
disadvantage,svantaggio,0,0,0,0,0,0,0,0,0,0
rouse,svegliare,0,0,0,0,0,0,0,0,0,0
wake,svegliarsi,0,0,0,0,0,0,0,0,0,0
awake,sveglio,0,0,0,0,0,0,0,0,0,0
fainting,svenimento,0,1,0,0,0,1,0,1,1,0
foiled,sventato,0,1,0,0,0,0,0,0,0,0
undressed,svestito,0,0,0,0,0,0,0,0,0,0
develop,sviluppare,1,0,0,1,0,0,0,0,0,0
developing,sviluppo,0,0,0,0,0,0,0,0,0,0
development,sviluppo,0,0,0,0,0,0,0,0,0,0
oversight,svista,0,1,0,0,0,0,0,0,0,0
listless,svogliato,0,1,0,0,0,0,0,1,0,0
turning,svolta,0,0,0,0,0,0,0,0,0,0
swing,swing,0,0,0,0,0,0,0,0,0,0
tobacco,tabacco,0,1,0,0,0,0,0,0,0,0
snuff,tabacco da fiuto,0,0,0,0,0,0,0,0,0,0
notch,tacca,0,0,0,0,0,0,0,0,0,0
hunks,taccagno,0,0,0,0,0,0,0,0,0,0
heels,tacchi,0,0,0,0,0,0,0,0,0,0
heel,tacco,0,1,0,0,0,0,0,0,0,0
notebook,taccuino,0,0,0,0,0,0,0,0,0,0
broil,tafferuglio,0,1,1,0,0,0,0,0,0,0
size,taglia,0,0,0,0,0,0,0,0,0,0
chop,tagliare,0,1,0,0,0,0,0,0,0,0
hew,tagliare,0,0,0,0,0,0,0,0,0,0
trim,tagliare,0,0,0,0,0,0,0,0,0,0
chopping,tagliere,0,0,0,0,0,0,0,0,0,0
cut,taglio,0,0,0,0,0,0,0,0,0,0
cutting,taglio,0,1,1,0,1,1,0,1,0,0
taker,taker,0,0,0,0,0,0,0,0,0,0
cuttings,talee,0,0,0,0,0,0,0,0,0,0
talent,talento,1,0,0,0,0,0,0,0,0,0
talented,talentuoso,0,0,0,0,0,0,0,0,0,0
talisman,talismano,1,0,0,0,0,0,0,0,0,0
hooker,tallonatore,0,0,0,0,0,0,0,0,0,0
tambourine,tamburello,0,0,0,0,0,0,0,0,0,0
drum,tamburo,0,0,0,0,0,0,0,0,0,0
dab,tamponare,0,0,0,0,0,0,0,0,0,0
pad,tampone,1,0,0,0,0,0,0,0,0,0
swab,tampone,0,1,0,0,0,0,0,0,0,0
burrow,tana,0,0,0,0,0,0,0,0,0,0
den,tana,0,0,0,0,0,0,0,0,0,0
tangent,tangente,0,0,0,0,0,0,0,0,0,0
mat,tappetino,0,0,0,0,0,0,0,0,0,0
rug,tappeto,0,0,0,0,0,0,0,0,0,0
belated,tardivo,0,1,0,0,0,0,0,0,0,0
tardy,tardo,0,1,0,0,0,0,0,0,0,0
fare,tariffa,0,0,0,0,0,0,0,0,0,0
tortoise,tartaruga,0,0,0,0,0,0,0,0,0,0
pocket,tasca,0,0,0,0,0,0,0,0,0,0
fee,tassa,0,1,1,0,0,0,0,0,0,0
tax,tasse,0,1,0,0,0,0,0,1,0,0
badger,tasso,0,1,1,0,0,0,0,0,0,0
rate,tasso,0,0,0,0,0,0,0,0,0,0
tat,tat,0,0,0,0,0,0,0,0,0,0
tattoo,tatuaggio,0,0,0,0,0,0,0,0,0,0
plank,tavola,0,0,0,0,0,0,0,0,0,0
table,tavola,0,0,0,0,0,0,0,0,0,0
boards,tavole,0,0,0,0,0,0,0,0,0,0
tablet,tavoletta,0,0,0,0,0,0,0,0,0,0
palette,tavolozza,0,0,0,0,0,0,0,0,0,0
cab,taxi,1,0,0,0,0,0,0,0,0,0
tea,tè,0,0,0,0,0,0,0,0,0,0
theatrical,teatrale,0,0,0,0,0,0,0,0,0,0
theater,teatro,0,0,0,0,0,0,0,0,0,0
technical,tecnico,0,0,0,0,0,0,0,0,0,0
technician,tecnico,0,0,0,0,0,0,0,0,0,0
technology,tecnologia,1,0,0,0,0,0,0,0,0,0
ted,ted,0,0,0,0,0,0,0,0,0,0
german,tedesco,0,0,0,0,0,0,0,0,0,0
teflon,teflon,0,0,0,0,0,0,0,0,0,0
canvas,tela,0,0,0,0,0,0,0,0,0,0
web,tela,0,0,0,0,0,0,0,0,0,0
burlap,tela ruvida,0,0,0,0,0,0,0,0,0,0
loom,telaio,0,1,0,1,0,1,0,0,0,0
phone,telefono,0,0,0,0,0,0,0,0,0,0
telephone,telefono,0,0,0,0,0,0,0,0,0,0
telegraph,telegrafo,0,0,0,0,0,0,0,0,0,0
television,televisione,0,0,0,0,0,0,0,0,0,0
theme,tema,0,0,0,0,0,0,0,0,0,0
fearing,temendo,0,1,0,0,0,1,0,0,0,0
recklessness,temerarietà,0,1,1,0,1,1,0,0,1,0
temper,temperamento,0,0,0,0,0,0,0,0,0,0
tempered,temperato,1,0,0,0,0,0,0,0,0,0
temperature,temperatura,0,0,0,0,0,0,0,0,0,0
storm,tempesta,0,1,1,0,0,0,0,0,0,0
timely,tempestivo,1,0,0,0,0,0,0,0,0,0
temple,tempio,0,0,0,0,0,0,0,0,0,0
time,tempo,0,0,0,1,0,0,0,0,0,0
weather,tempo,0,0,0,0,0,0,0,0,0,0
leisure,tempo libero,1,0,0,1,0,0,1,0,1,1
thunderstorm,temporale,0,0,0,0,0,0,0,0,0,0
temporarily,temporaneamente,0,0,0,0,0,0,0,0,0,0
temporary,temporaneo,0,0,0,0,0,0,0,0,0,0
hardening,tempra,0,0,0,0,0,0,0,0,0,0
tenacious,tenace,1,0,0,0,0,0,0,0,0,0
awning,tenda,0,0,0,0,0,0,0,0,0,0
curtain,tenda,0,0,0,0,0,0,0,0,0,0
tent,tenda,0,0,0,0,0,0,0,0,0,0
conducive,tendente,1,0,0,0,0,0,0,0,0,0
tending,tendente,0,0,0,0,0,0,0,0,0,0
trend,tendenza,1,0,0,0,0,0,0,0,0,0
tender,tender,1,0,0,0,0,0,1,0,0,1
hamstring,tendine del ginocchio,0,1,1,0,0,0,0,1,0,0
marquee,tendone,0,0,0,0,0,0,0,0,0,0
lieutenant,tenente,0,0,0,0,0,0,0,0,0,1
hold,tenere,0,0,0,0,0,0,0,0,0,0
tennis,tennis,0,0,0,0,0,0,0,0,0,0
tempt,tentare,0,0,0,0,0,0,0,0,0,0
attempt,tentativo,0,0,0,1,0,0,0,0,0,0
estate,tenuta,0,0,0,0,0,0,0,0,0,0
theological,teologico,0,0,0,0,0,0,0,0,0,1
thug,teppista,0,1,1,0,1,1,0,0,0,0
spa,terme,1,0,0,1,0,0,1,0,1,1
thermal,termico,0,0,0,0,0,0,0,0,0,0
terminate,terminare,0,0,0,0,0,0,0,1,0,0
term,termine,0,0,0,0,0,0,0,0,0,0
thermometer,termometro,0,0,0,0,0,0,0,0,0,1
backhoe,terne,0,0,0,0,0,0,0,0,0,0
earth,terra,0,0,0,0,0,0,0,0,0,0
land,terra,1,0,0,0,0,0,0,0,0,0
loam,terra grassa,0,0,0,0,0,0,0,0,0,0
earthenware,terracotta,0,0,0,0,0,0,0,0,0,0
mainland,terraferma,0,0,0,0,0,0,0,0,0,0
embankment,terrapieno,0,0,0,0,0,0,0,0,0,0
patio,terrazza,0,0,0,0,0,0,0,0,0,0
terrace,terrazzo,0,0,0,0,0,0,0,0,0,0
lands,terre,0,0,0,0,0,0,0,0,0,0
earthquake,terremoto,0,1,1,0,0,1,0,1,1,0
earthly,terreno,0,0,0,0,0,0,0,0,0,0
ground,terreno,0,0,0,0,0,0,0,0,0,1
soil,terreno,0,1,0,0,1,0,0,0,0,0
terrestrial,terrestre,0,0,0,0,0,0,0,0,0,0
awful,terribile,0,1,1,0,1,1,0,1,0,0
dire,terribile,0,1,0,0,1,1,0,1,1,0
dreadful,terribile,0,1,1,1,1,1,0,1,0,0
terrible,terribile,0,1,1,0,1,1,0,1,0,0
dreadfully,terribilmente,0,1,0,0,1,1,0,1,1,0
territory,territorio,0,0,0,0,0,0,0,0,0,0
dread,terrore,0,1,0,1,0,1,0,0,0,0
terror,terrore,0,1,0,0,0,1,0,0,0,0
terrorism,terrorismo,0,1,1,0,1,1,0,1,0,0
terrorist,terrorista,0,1,1,0,1,1,0,1,1,0
earthy,terroso,0,0,0,0,0,0,0,0,0,0
thirds,terzi,0,0,0,0,0,0,0,0,0,0
brim,tesa,0,0,0,0,0,0,0,0,0,0
thesis,tesi,0,0,0,0,0,0,0,0,0,0
strained,teso,0,1,1,0,0,0,0,0,0,0
taut,teso,0,0,0,0,0,0,0,0,0,0
tense,teso,0,0,0,0,0,0,0,0,0,0
treasury,tesoreria,0,0,0,0,0,0,0,0,0,0
hoard,tesoro,0,0,0,0,0,0,0,0,0,0
treasure,tesoro,1,0,0,1,0,0,1,0,0,1
weave,tessere,0,0,0,0,0,0,0,0,0,0
textile,tessile,0,0,0,0,0,0,0,0,0,0
fabric,tessuto,0,0,0,0,0,0,0,0,0,0
tissue,tessuto,0,0,0,0,0,0,0,0,0,0
head,testa,0,0,0,0,0,0,0,0,0,0
capitation,testatico,0,0,0,0,0,0,0,0,0,0
witness,testimone,0,0,0,0,0,0,0,0,0,1
eyewitness,testimone oculare,0,0,0,0,0,0,0,0,0,1
testify,testimoniare,0,0,0,0,0,0,0,0,0,0
text,testo,0,0,0,0,0,0,0,0,0,0
tethered,tethered,0,0,0,0,0,0,0,0,0,0
dusky,tetro,0,0,0,0,0,0,0,0,0,0
boob,tetta,0,0,0,0,0,0,0,0,0,0
roof,tetto,0,0,0,0,0,0,0,0,0,0
tiara,tiara,0,0,0,0,0,0,0,0,0,0
typhoon,tifone,0,1,0,0,0,1,0,0,0,0
tiger,tigre,0,0,0,0,0,0,0,0,0,0
timbre,timbro,0,0,0,0,0,0,0,0,0,0
timid,timido,0,1,0,0,0,1,0,1,0,0
thyme,timo,0,0,0,0,0,0,0,0,0,0
helm,timone,0,0,0,0,0,0,0,0,0,0
rudder,timone,0,0,0,0,0,0,0,0,0,0
vat,tino,0,0,0,0,0,0,0,0,0,0
tint,tinta,0,0,0,0,0,0,0,0,0,0
jingle,tintinnio,0,0,0,0,0,0,0,0,0,0
dye,tintura,0,0,0,0,0,0,0,0,0,0
typically,tipicamente,0,0,0,0,0,0,0,0,0,0
guy,tipo,0,0,0,0,0,0,0,0,0,0
kind,tipo,1,0,0,0,0,0,1,0,0,1
sort,tipo,0,0,0,0,0,0,0,0,0,0
type,tipo,0,0,0,0,0,0,0,0,0,0
tyranny,tirannia,0,1,0,0,0,1,0,1,0,0
pull,Tirare,1,0,0,0,0,0,0,0,0,0
flinch,tirarsi indietro,0,1,0,1,1,1,0,1,1,0
shooter,tiratore,0,0,0,0,0,1,0,0,0,0
shooting,tiro,0,1,1,0,0,1,0,0,0,0
shot,tiro,0,1,1,0,0,1,0,1,1,0
archery,tiro con l'arco,0,0,0,0,0,0,0,0,0,0
clerkship,tirocinio,0,0,0,0,0,0,0,0,0,0
holder,titolare,0,0,0,0,0,0,0,0,0,0
titled,titolato,0,0,0,0,0,0,0,0,0,0
caption,titolo,0,0,0,0,0,0,0,0,0,0
heading,titolo,0,0,0,0,0,0,0,0,0,0
headline,titolo,0,0,0,0,0,0,0,0,0,0
title,titolo,1,0,0,0,0,0,0,0,0,1
touch,toccare,0,0,0,0,0,0,0,0,0,0
touched,toccato,0,1,0,0,0,0,0,0,0,0
tod,tod,0,0,0,0,0,0,0,0,0,0
gown,toga,0,0,0,0,0,0,0,0,0,0
tolerant,tollerante,1,0,0,0,0,0,0,0,0,0
tolerate,tollerare,0,1,1,0,0,0,0,1,0,0
grave,tomba,0,1,0,0,0,1,0,1,0,0
tomb,tomba,0,0,0,0,0,0,0,1,0,0
frock,tonaca,0,0,0,0,0,0,0,0,0,0
thump,tonfo,0,1,1,0,0,0,0,0,0,0
tonnage,tonnellaggio,0,0,0,0,0,0,0,0,0,0
ton,tonnellata,0,0,0,0,0,0,0,0,0,0
tuna,tonno,0,0,0,0,0,0,0,0,0,0
tonsils,tonsille,0,0,0,0,0,0,0,0,0,0
booby,tonto,0,1,0,0,0,0,0,0,0,0
mouse,topo,0,0,0,0,0,0,0,0,0,0
bookworm,topo di biblioteca,1,1,0,0,0,0,0,0,0,0
topographic,topografica,0,0,0,0,0,0,0,0,0,0
patch,toppa,0,1,0,0,0,0,0,0,0,0
tor,tor,0,0,0,0,0,0,0,0,0,0
peat,torba,0,0,0,0,0,0,0,0,0,0
turf,torba,0,0,0,0,0,0,0,0,0,0
torch,torcia,0,0,0,0,0,0,0,0,0,0
flashlight,torcia elettrica,0,0,0,0,0,0,0,0,0,0
thrush,tordo,0,0,0,0,0,0,0,0,0,0
bullock,torello,0,0,0,0,0,0,0,0,0,0
harry,tormentare,0,1,1,0,0,0,0,1,0,0
torment,tormento,0,1,1,0,0,1,0,1,0,0
tornado,tornado,0,0,0,0,0,1,0,0,0,0
tournament,torneo,0,0,0,0,0,0,0,0,0,0
lathe,tornio,0,0,0,0,0,0,0,0,0,0
bull,toro,0,0,0,0,0,0,0,0,0,0
rook,torre,0,1,1,0,1,0,0,0,0,0
tower,torre,1,0,0,0,0,0,0,0,0,0
creek,torrente,0,0,0,0,0,0,0,0,0,0
torrent,torrente,0,0,0,0,0,1,0,0,0,0
turret,torretta,0,0,0,0,0,0,0,0,0,0
tort,tort,0,1,0,0,0,0,0,0,0,0
cake,torta,0,0,0,0,0,0,0,0,0,0
pie,torta,0,0,0,0,0,0,0,0,0,0
cheesecake,torta di formaggio,0,1,0,0,0,0,0,0,0,0
torture,tortura,0,1,1,1,1,1,0,1,0,0
cough,tosse,0,1,0,0,1,0,0,0,0,0
